,DAY,base,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,GBP,HKD,HRK,HUF,IDR,ILS,INR,ISK,JPY,KRW,MXN,MYR,NOK,NZD,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,USD,ZAR
57,2020-03-23,USD,1.7236390615,1.8137809515,5.0683483261,1.4383752203,0.982101456,7.0838356673,25.6283038116,6.9281276083,0.862190485,7.7558193453,7.053695632,326.7458035797,16574.9976815358,3.6698506909,76.1620142817,140.4989335064,110.4609106928,1256.7003616804,24.6805156264,4.4449596587,11.3667810442,1.7563757767,51.4003524066,4.2711675786,4.4960586108,79.8293610313,10.2675507744,1.4601687842,32.8646944264,6.5859222851,1.0,17.6333116943
58,2020-03-24,USD,1.6891081804,1.8037443512,5.0830950844,1.4494143687,0.9750069169,7.0597620585,25.6460389191,6.8863783086,0.8493959236,7.7550493406,7.0200129116,325.6202158074,16325.002305635,3.6317439823,75.9549940053,139.9059300931,110.6612561099,1241.9533339482,24.8364843678,4.4305081619,11.0435303883,1.7224015494,51.0698146269,4.2558332565,4.4597436134,78.5355528913,10.2266900304,1.4472009591,32.7704509822,6.4659227151,1.0,17.592363737
59,2020-03-25,USD,1.6618638589,1.8064099012,5.0740740741,1.4352082756,0.9792186201,7.0974415812,25.3495889905,6.897755611,0.8451371571,7.7529324836,7.0271543364,327.8562852129,16114.9995381916,3.6400665004,76.3821926665,140.2974046366,111.4528493581,1232.8622887226,24.5408700471,4.3865336658,10.8751269973,1.7067516394,51.0298328253,4.2317354761,4.4745543549,78.3240971645,10.1263507897,1.4455527847,32.78008682,6.4350235522,1.0,17.4081463009
60,2020-03-26,USD,1.6539477279,1.7810764047,4.9909844276,1.4084327475,0.9683999636,7.073581641,25.0887897277,6.7989254166,0.8318732356,7.7530279574,6.9315180767,323.2765686185,16106.0012749294,3.6048629451,75.1611875057,139.7869046535,109.443584373,1217.0658409981,23.7441945178,4.3350332392,10.4974956743,1.6874601585,50.9798743284,4.1661050906,4.4016938348,77.6887350879,10.0236772607,1.435115199,32.6345505874,6.4117111374,1.0,17.4377561242
61,2020-03-27,USD,1.6588321035,1.7817254259,5.0929215633,1.4139564544,0.9639245696,7.0961100483,24.8692721144,6.7965746561,0.8175548875,7.752118065,6.9363213993,323.9956272206,16140.0018219914,3.5905074246,75.4937596793,140.2933406213,108.7364489387,1226.4826455316,23.5336612918,4.3380705111,10.6183838936,1.6897148583,51.1296346907,4.1273572014,4.4069417874,78.6935410404,10.0353466339,1.4359114512,32.5854058486,6.4621481279,1.0,17.6200236859
62,2020-03-30,USD,1.6332245786,1.7725212978,5.1215334421,1.4161682074,0.9580387892,7.0996012326,24.7553017945,6.7669929309,0.805691499,7.7541236179,6.911818017,325.1042233098,16393.0034439007,3.5838317926,75.6751857894,139.8404930216,108.1566068515,1224.8685880007,23.7864781584,4.3326083016,10.5934384629,1.6680261011,50.9298531811,4.124433569,4.3753851731,79.8790103317,10.0031720138,1.4257748777,32.6998368679,6.5683342396,1.0,17.8798259924
63,2020-03-31,USD,1.6399233297,1.7851405622,5.2027199708,1.4254289887,0.9661372764,7.0996714129,24.9288061336,6.8158086893,0.8090817817,7.7532858708,6.96011318,328.6053304126,16310.0036509675,3.5613362541,75.6649324571,142.0226359985,108.5250091274,1224.0142387733,23.8930266521,4.3200073019,10.5056589996,1.6809967141,50.9903249361,4.1535231836,4.4069916028,78.4488864549,10.0961117196,1.4268893757,32.7902519168,6.5774917853,1.0,17.8984118291
64,2020-04-01,USD,1.6507863936,1.788405267,5.2440563277,1.4265727871,0.9659839064,7.1006766642,25.0265179225,6.8253474762,0.8088880761,7.75246891,6.9755852231,337.7468910022,16678.5021945867,3.5675749817,76.4451353328,142.7395757132,107.4890270666,1231.2362838332,24.1493233358,4.3575347476,10.3040416971,1.6959583029,50.9409290417,4.1893745428,4.4202633504,79.0737015362,10.0007315289,1.434619605,33.0202999268,6.6683430871,1.0,17.9790599854
65,2020-04-02,USD,1.6477168531,1.7933247754,5.2285897671,1.4167430772,0.9674491106,7.0958188153,25.2640748212,6.8458646617,0.8044929397,7.7521547772,6.9966073721,333.5136622043,16656.9961489089,3.6472583899,76.4038144141,142.3986796259,107.3354117,1228.5714285714,24.2984595635,4.3576013204,10.3012103429,1.6853108381,50.8756647717,4.1900788557,4.4305886668,78.709426004,10.0187969925,1.4319640565,32.9735925179,6.6628461397,1.0,18.5008252338
66,2020-04-03,USD,1.6693555865,1.813444599,5.2751970329,1.4185442745,0.9779323134,7.0909596662,25.5345387112,6.9252665739,0.8145572554,7.7538247566,7.0746407047,338.5720908669,16614.4459898006,3.6408901252,76.2318034307,144.3671766342,108.5767269356,1235.8089939731,24.6147426982,4.3584608252,10.4430227167,1.7082058414,50.815948076,4.2433936022,4.4790913306,76.7802503477,10.1548446917,1.4361613352,33.0097357441,6.7033843301,1.0,18.7892443208
67,2020-04-06,USD,1.6485960523,1.8124362895,5.2873691039,1.4159948105,0.9785932722,7.0910017607,25.5796497081,6.9187285701,0.8136409971,7.7519228987,7.0665369289,338.4672412195,16412.5011583727,3.6274673339,76.0874803077,144.1015661199,108.9241034195,1228.8388471875,25.1038828654,4.364470392,10.552775461,1.6865906774,50.6598091002,4.2297284774,4.479195626,76.4349921231,10.1740339172,1.434528774,32.8597905662,6.7774997683,1.0,18.8614586229
68,2020-04-07,USD,1.6148828663,1.7967845659,5.2069820854,1.4018373909,0.9721635278,7.055764814,25.0022967386,6.8603582912,0.8093063849,7.7520440974,7.0114836932,328.5438677079,16135.0022967386,3.5992650436,75.5645383555,142.6734037667,108.9113458888,1212.1175930179,24.2688102894,4.3424896647,10.1924666973,1.6683509417,50.4501607717,4.1668350942,4.4386770785,75.8543867708,9.9943040882,1.4240698209,32.7652733119,6.7581074874,1.0,18.3590261828
69,2020-04-08,USD,1.6186183424,1.799098519,5.2194830282,1.4012510349,0.9711158127,7.0663232453,25.0050593322,6.8659736915,0.80901481,7.7524606752,7.0126943243,330.5491675099,16222.9969644007,3.5924937908,76.2330972312,143.3170821452,108.8768282587,1218.2503909484,24.2265660933,4.3486339803,10.2971207801,1.6736270812,50.5721644743,4.1801122252,4.448992733,75.5262625333,10.0620918039,1.4273755864,32.7596357281,6.7885199154,1.0,18.1790083709
70,2020-04-09,USD,1.6052268335,1.7997607435,5.1491672035,1.4047115119,0.9715652894,7.058893899,24.7621238612,6.8700653354,0.805788166,7.7536578633,7.009754302,326.4562436735,15867.4979295114,3.5813932088,76.311309469,143.4618569983,108.8892978743,1216.9780068096,23.9551854238,4.3375356584,10.3195914236,1.668169688,50.5558111714,4.1949019969,4.4474095887,74.2523235484,10.0722370479,1.4244041594,32.8195454127,6.7390264102,1.0,18.0715008742
71,2020-04-14,USD,1.5633494481,1.7840007297,5.1614521573,1.3916811092,0.9616893186,7.0570099425,24.5042415397,6.8068047067,0.7958861625,7.7510717869,6.9442670802,319.8941895467,15715.6708930037,3.5829608684,76.1598102709,142.2056006568,107.3246374168,1215.4793395968,23.5779439934,4.3334853598,10.3181610873,1.6426160722,50.5819574934,4.147860987,4.4096506431,73.3305664508,9.9569460914,1.4157621089,32.7100246283,6.7930311046,1.0,18.2664416674
72,2020-04-15,USD,1.5866275337,1.7938182152,5.238558195,1.4060350362,0.9661561038,7.0620930019,24.755571861,6.8455470971,0.8014766578,7.7513528387,6.9797303494,321.2877189764,15776.5844263047,3.6147849216,76.5055489315,143.1716041456,107.4199761534,1220.3430248555,23.9201137302,4.3395395763,10.5019719343,1.671374851,50.7300742915,4.1622489223,4.4371273961,74.4790424654,10.0268733376,1.424653765,32.6799963313,6.8873704485,1.0,18.723012015
73,2020-04-16,USD,1.5857825129,1.796289493,5.2342027921,1.4106355621,0.9658339456,7.0711792799,24.8466201323,6.8533247612,0.800541881,7.7508265981,6.9810800882,321.0506980162,15695.9955914769,3.5894562821,76.8782145481,143.7362233652,107.5679647318,1225.6704628949,24.1494305658,4.3768368846,10.4835598824,1.672483468,50.8945628215,4.1594415871,4.4427810434,74.0457384276,10.0013776635,1.4271675239,32.659808964,6.9347905952,1.0,18.5867927994
74,2020-04-17,USD,1.573480663,1.8009208103,5.2300184162,1.4069981584,0.9682320442,7.0737569061,25.0119705341,6.8695211786,0.8009023941,7.7505524862,6.9719152855,323.9502762431,15585.6261510129,3.5900552486,76.479281768,144.1068139963,107.605893186,1216.8784530387,24.026335175,4.3699815838,10.3908839779,1.6614180479,50.9162062615,4.1606813996,4.4526703499,74.0009208103,9.9952117864,1.4223756906,32.5303867403,6.9043278085,1.0,18.750092081
75,2020-04-20,USD,1.5732044199,1.8009208103,5.291252302,1.4111418048,0.9685082873,7.073572744,25.1639042357,6.867771639,0.8042633517,7.7502762431,6.9523941068,326.4917127072,15535.0,3.5711786372,76.5593922652,144.4751381215,107.8360957643,1218.7108655617,24.04106814,4.3744935543,10.3773480663,1.6539594843,50.7605893186,4.1686924494,4.4546040516,74.5605893186,10.0021178637,1.4231123389,32.4898710866,6.926335175,1.0,18.7372007366
76,2020-04-21,USD,1.5932453631,1.8047430101,5.3168773646,1.420411553,0.9704715327,7.0949524776,25.3271200517,6.8821629602,0.8131401679,7.7500230691,6.9853280428,327.5998892682,15688.5023530497,3.5546738027,76.9364215189,145.6122543139,107.4005721141,1232.204484636,24.3570176248,4.3954969087,10.5973055274,1.6776783243,50.8406385531,4.1792931623,4.4636892129,76.8603857156,10.1082402879,1.4312078989,32.5449847744,6.9814524315,1.0,18.995386177
77,2020-04-22,USD,1.5826815128,1.7997607435,5.3249286832,1.4148339008,0.9683445293,7.0823594368,25.3372595933,6.8638078587,0.809054937,7.7500690163,6.9660439864,326.7783196834,15583.9974233919,3.5428361093,76.5330818073,145.9464433606,107.6746112082,1232.77813564,24.2840710408,4.3652341953,10.7458360173,1.6747952517,50.7002852673,4.1730928499,4.4530229134,76.5584798012,10.069292353,1.4270727892,32.369559216,6.9943866753,1.0,18.8104352627
78,2020-04-23,USD,1.5705532863,1.8156331229,5.4461567026,1.413479391,0.9757705162,7.0793724471,25.5764946157,6.9232268845,0.809506127,7.7505569996,7.0321203119,331.8882287412,15569.9962866691,3.5468808021,76.0675826216,147.233568511,107.454511697,1231.7118455254,24.4539546974,4.3600074267,10.6911437059,1.6660787226,50.66004456,4.2126810249,4.4954511697,74.8293724471,10.1079650947,1.4232268845,32.3199034534,6.9428147048,1.0,19.0709246194
79,2020-04-24,USD,1.5687962963,1.8109259259,5.5674074074,1.4049074074,0.974537037,7.0791666667,25.287037037,6.9052777778,0.8101666667,7.7505555556,6.9928703704,328.8796296296,15625.0,3.5171296296,76.2648148148,146.8518518519,107.6111111111,1233.8796296296,24.845462963,4.360462963,10.6282407407,1.6658333333,50.825,4.192962963,4.4832407407,74.4436111111,10.0669444444,1.4255555556,32.4351851852,6.9782407407,1.0,18.9832407407
80,2020-04-27,USD,1.5476409878,1.8022484335,5.5591596019,1.4057316624,0.9728160708,7.0825654257,25.0497604128,6.8734795429,0.8041190564,7.7500921489,6.9595466273,326.7323995577,15384.9981570217,3.5117029119,76.1329708809,146.3324732768,107.0954662735,1224.4931809805,24.9027828972,4.3540361224,10.5522484335,1.6488204939,50.6699225949,4.1731478069,4.4572429045,74.1730556579,10.0210099521,1.4182639145,32.4695908588,6.9825838555,1.0,18.8084224106
81,2020-04-28,USD,1.5384756826,1.7981060954,5.6085317643,1.3955134688,0.9732462995,7.0770433024,25.0317183047,6.8557506665,0.8005700101,7.7503907327,6.950445895,327.2409671784,15367.0037694217,3.5009653397,75.8683460513,146.6396984463,106.7022156845,1218.9022708467,24.3880665625,4.3625080445,10.3689436425,1.6508228372,50.5948331341,4.1801967454,4.4538935368,74.1805644939,9.8814011216,1.416475131,32.4354141767,6.9977935092,1.0,18.6552358187
82,2020-04-29,USD,1.5361556908,1.8039107176,5.4711307877,1.3954067515,0.9750046117,7.0764619074,25.018446781,6.8779745434,0.8059214167,7.7503228187,6.9765725881,327.9376498801,15321.0016602103,3.5102379635,75.6516325401,147.1130787678,106.548607268,1218.9540675152,24.1217487548,4.3475373547,10.3973436635,1.6446227633,50.5100534957,4.1912931194,4.4673491976,73.6220254566,9.9002029146,1.4152370411,32.420217672,6.988286294,1.0,18.4316546763
83,2020-04-30,USD,1.5261125414,1.7982714233,5.384792203,1.3862633321,0.9707613093,7.0490069879,24.9144906216,6.8576682604,0.7990529606,7.7510114013,6.9685546157,324.3104082383,14875.0,3.5002758367,75.0375137918,146.4692901802,106.5373299007,1207.3280617874,23.71763516,4.3000183891,10.2831923501,1.6278962854,50.3604266274,4.168444281,4.4530158146,73.4571533652,9.8049834498,1.4089738875,32.3795513056,6.9859323281,1.0,18.0739242369
84,2020-05-04,USD,1.5556571011,1.7874246024,5.5548345823,1.4065070371,0.9639919576,7.062237251,24.7843173094,6.819777006,0.8033083531,7.7534271614,6.9292633888,322.8568817401,15100.0,3.5259550356,75.6598428075,145.7685980625,106.7812100165,1224.6390056662,24.57155913,4.3160299762,10.3527691464,1.6526229209,50.6114055931,4.1736428441,4.4203984646,75.251690733,9.8805520015,1.416103089,32.3496618534,7.0308901481,1.0,18.6368122829
85,2020-05-05,USD,1.5516923361,1.8037443512,5.4944203634,1.4019182883,0.9706723232,7.0621599188,24.8805681085,6.8811214609,0.8029143226,7.7521903532,6.9846905838,323.0379046389,15100.0,3.5223646592,75.7571705248,146.9150604076,106.7140090381,1221.8113068339,23.8725444988,4.3045282671,10.3043438163,1.6517568938,50.5976205847,4.1792861754,4.4507977497,74.2149774048,9.8662731716,1.4164899013,32.3950936088,7.0889975099,1.0,18.3545144333
86,2020-05-06,USD,1.5773110021,1.8097529379,5.6348662904,1.4088091052,0.9743684649,7.0978995096,24.9717775516,6.9045988711,0.8073748496,7.7508096604,7.0037938373,323.4847783844,15044.9986120107,3.5082816693,75.8596280189,147.4044600722,106.0886462478,1224.650689368,24.103358934,4.3224761729,10.2618673082,1.650689368,50.5413158138,4.20042565,4.4631257518,74.7468307578,9.834181549,1.4189876932,32.3901175164,7.1414823725,1.0,18.5623207181
87,2020-05-07,USD,1.5491050728,1.8137809515,5.7749234907,1.4074932765,0.9765371418,7.0877306872,25.1859408328,6.9187610127,0.8112584624,7.7510896782,7.0170638969,323.9914680516,15044.9967541501,3.5130297691,75.8309375869,147.5470648243,106.565890754,1224.3160530465,24.1748122044,4.3244922563,10.2388018177,1.6526013169,50.5397384772,4.2165445609,4.4732449226,73.8014467217,9.8488361309,1.4191783363,32.4297505332,7.2143188352,1.0,18.6124455161
88,2020-05-08,USD,1.5321405515,1.8037443512,5.8170248086,1.3942635802,0.9710412248,7.0754403763,25.1323434474,6.8798303053,0.8072950291,7.7517292262,6.9697500692,322.217098589,14967.4997694365,3.5074241446,75.5893202988,146.1772572166,106.3727750623,1219.5978972609,23.8884994928,4.3340403947,10.2088905285,1.6294383473,50.4297703588,4.1945955916,4.4526422577,73.6311906299,9.7643641059,1.4134464632,32.2401549387,7.1245965139,1.0,18.442313013
89,2020-05-11,USD,1.543699187,1.8069105691,5.7918514412,1.3983739837,0.9718218773,7.0937730968,25.4988913525,6.8916297118,0.811853289,7.750646711,6.9890983001,323.2076866223,14968.8839615669,3.5173688101,75.8462675536,146.6186252772,107.3170731707,1224.6581670362,23.9468773097,4.3339800443,10.2050997783,1.645232816,50.3760162602,4.2120288248,4.4625831486,73.6309127864,9.7928677014,1.416759054,32.1849593496,7.0764966741,1.0,18.4405025868
90,2020-05-12,USD,1.5311291214,1.8012525327,5.7752808989,1.3978633266,0.9688708786,7.0853748388,25.2560324185,6.8683919691,0.8083717075,7.750414441,6.9674894087,323.0337078652,14803.499723706,3.5061705655,75.1455148278,146.1595137226,107.3494197826,1221.3759440044,23.7843986001,4.3264873826,10.178485909,1.6340025787,50.0902560324,4.1857616504,4.4484251243,73.1402652422,9.7594400442,1.4143488672,32.0998342236,6.9975133542,1.0,18.178485909
91,2020-05-13,USD,1.5344367816,1.7984367816,5.8488275862,1.4016551724,0.968091954,7.0898390805,25.2027586207,6.8557241379,0.8114482759,7.7504367816,6.9613793103,325.1310344828,14797.4804597701,3.5117241379,75.2942528736,145.5632183908,106.924137931,1223.9816091954,24.119908046,4.3255172414,10.0579310345,1.6536091954,50.1563218391,4.1964137931,4.4462528736,73.1855632184,9.7326896552,1.4142528736,32.0404597701,6.9757241379,1.0,18.3163218391
92,2020-05-14,USD,1.5571719792,1.8122683469,5.9233691623,1.4106745738,0.9740548554,7.1029466271,25.5476278725,6.9100259451,0.8200055597,7.7508339511,7.0172349889,328.6323202372,14950.7042253521,3.5404929577,75.6041512231,146.6827279466,107.0051890289,1231.6252779837,24.3207931801,4.3405300222,10.2481467754,1.6742031134,50.5846923647,4.2314677539,4.4824870274,74.1424203113,9.8608228317,1.4245737583,32.1302816901,6.9643254262,1.0,18.6839325426
93,2020-05-15,USD,1.5563067235,1.8112613447,5.850342656,1.4105389887,0.9736062234,7.108631228,25.5501018707,6.90646416,0.8218003334,7.7507871828,7.0099092425,328.4867568068,14935.9325801074,3.5356547509,75.9293387664,145.8603445082,106.9920355621,1234.1174291535,23.9827745879,4.3509909242,10.2396740137,1.6804037785,50.7297647713,4.2276347472,4.4823115392,73.7366178922,9.8809964808,1.425912206,32.0948323764,6.9169290609,1.0,18.5924245231
94,2020-05-18,USD,1.5450516987,1.8055760709,5.7884970458,1.4034342688,0.971288774,7.114844904,25.4892909897,6.8822008863,0.8230520679,7.7514771049,6.9774741507,326.2463072378,14842.5498522895,3.5377584934,75.8341026588,145.0332348597,107.3762924668,1230.0775480059,23.6647895126,4.3685376662,10.1239844904,1.670605613,50.8696454948,4.209379616,4.4671344165,72.8471196455,9.7953286558,1.4241137371,32.0199409158,6.8570901034,1.0,18.3634601182
95,2020-05-19,USD,1.5297716895,1.7861187215,5.6947031963,1.3927853881,0.9710502283,7.1064840183,25.1050228311,6.8093150685,0.8176712329,7.7506849315,6.9144292237,319.9543378995,14773.9726027397,3.5252054795,75.6652968037,142.9223744292,107.7625570776,1224.8310502283,23.6134246575,4.3454794521,9.9683105023,1.6442009132,50.7461187215,4.1561643836,4.4226484018,72.4967123288,9.6515981735,1.4167123288,31.9150684932,6.7989041096,1.0,18.2327853881
96,2020-05-20,USD,1.5197116262,1.7848147472,5.7178317211,1.3881182698,0.9658696842,7.1003832816,25.0319401351,6.804617631,0.8154590254,7.7501368863,6.9145829531,319.9580215368,14717.5031940135,3.5040153313,75.6191823325,142.8180324877,107.6382551561,1228.0616900894,23.4007118087,4.3515240007,9.9256251141,1.6297682059,50.5995619639,4.1468333638,4.4186895419,71.728508852,9.6338747947,1.4147654682,31.8196751232,6.7912940318,1.0,18.0236356999
97,2020-05-21,USD,1.5190909091,1.778,5.6847272727,1.3918181818,0.9661818182,7.1048181818,24.7381818182,6.7784545455,0.8176636364,7.7543636364,6.8913636364,316.9,14732.5,3.5144545455,75.5040909091,142.0909090909,107.6545454545,1231.4545454545,23.1857272727,4.3455454545,9.9118181818,1.6317272727,50.59,4.118,4.4020909091,70.8984545455,9.5727272727,1.4146363636,31.81,6.7982727273,1.0,17.8706363636
98,2020-05-22,USD,1.530997799,1.7936537051,5.581162876,1.40067865,0.9712949376,7.1347212032,24.9541452678,6.8395084373,0.8213774762,7.7559611152,6.9557043287,320.432868672,14901.9992663243,3.527054292,75.8680300807,143.3418928833,107.5385179751,1241.2967718269,22.9686353632,4.3625275128,10.0034849596,1.6388481291,50.76027146,4.1460931768,4.441947909,71.4544203962,9.663701394,1.4234225972,31.8947175348,6.8073184153,1.0,17.6518708731
99,2020-05-25,USD,1.5286892759,1.7926672777,5.5218148488,1.3988084326,0.9713107241,7.1362053162,25.0,6.8348304308,0.8204857929,7.7542621448,6.9518790101,321.4665444546,14710.0,3.522456462,75.8868010999,142.3464711274,107.6718606783,1241.6406966086,22.6721356554,4.3635197067,10.0236480293,1.6397800183,50.7626031164,4.1274977085,4.4381301558,71.7574702108,9.6691109074,1.4248395967,31.9798350137,6.8150320807,1.0,17.6725022915
100,2020-05-26,USD,1.5069703872,1.7820501139,5.3862414579,1.3835079727,0.9658314351,7.131571754,24.667881549,6.7934396355,0.8098223235,7.7519817768,6.9102505695,318.5421412301,14754.9977220957,3.5118906606,75.5599088838,140.410022779,107.444191344,1232.1002277904,22.150523918,4.3634624146,9.9264692483,1.6143052392,50.4400911162,4.0552164009,4.413667426,70.8422779043,9.6184965831,1.4177676538,31.8797266515,6.7438724374,1.0,17.3712984055
101,2020-05-27,USD,1.5071422073,1.7794559185,5.3388226731,1.3762169047,0.9712492039,7.1587662633,24.6119552361,6.7858247657,0.8151669548,7.7521608589,6.9050131926,317.2595760167,14709.9990901647,3.5038668001,75.7392411973,137.5671003548,107.8882722227,1236.5025930307,22.3269948139,4.3474661086,9.8519697935,1.6121372032,50.648712583,4.037121281,4.4066054044,71.066872896,9.6085888454,1.4182512965,31.8951869712,6.7820944409,1.0,17.4212537531
102,2020-05-28,USD,1.5090777052,1.7754175744,5.3100036311,1.3757262164,0.9697712418,7.1535947712,24.5252360203,6.7668845316,0.8145243282,7.7529956427,6.8899782135,317.4836601307,14714.9963689179,3.5085330428,75.7657044299,136.8917937545,107.734204793,1237.9811183733,22.2930283224,4.3554829339,9.8541212781,1.6136528686,50.6463326071,4.0161583152,4.3967864924,70.746459695,9.5751633987,1.4180283224,31.8700072622,6.8148148148,1.0,17.4274691358
103,2020-05-29,USD,1.4979346264,1.7562859195,5.3568606322,1.3721264368,0.9626436782,7.1350574713,24.1747485632,6.6937859195,0.8089798851,7.7538613506,6.8130387931,313.1555316092,14610.003591954,3.5079920977,75.5230783046,135.4166666667,107.1210488506,1235.8207614943,22.0635775862,4.3475215517,9.6875,1.6040768678,50.4947916667,3.9955998563,4.3546156609,70.4396551724,9.4172054598,1.4109195402,31.8103448276,6.8337823276,1.0,17.4424389368
104,2020-06-01,USD,1.4832673624,1.7594458438,5.3324937028,1.3699172364,0.9613170205,7.1362900324,24.1624685139,6.706459158,0.8067020511,7.7514393667,6.8275458798,310.7682619647,14610.0035984167,3.5036883771,75.5109751709,135.8402302987,107.7275998561,1227.4559193955,21.9971212666,4.3184598777,9.705829435,1.60345448,50.3301547319,3.9832673624,4.3574127384,69.663368118,9.4130082764,1.4095897805,31.6696653472,6.8138718964,1.0,17.4516912558
105,2020-06-02,USD,1.4596384464,1.7503132271,5.3247717917,1.3518883122,0.9612493288,7.106944693,23.845534276,6.6709325219,0.7972346519,7.7509396814,6.7879004833,309.3520672991,14414.9991050653,3.4780741006,75.2094147127,135.1351351351,108.1349561482,1221.0667621264,21.8764990156,4.2775192411,9.5577232862,1.5822444962,50.1798818686,3.9370860927,4.3335421514,68.7310721317,9.3538571684,1.4021836406,31.5652407374,6.7744764632,1.0,17.2503132271
106,2020-06-03,USD,1.4543505449,1.7471859925,5.1807218153,1.3554582812,0.9641772378,7.1108629623,23.8163301769,6.6595497588,0.7956494551,7.7503126675,6.7643380382,308.9958906557,14190.9505092014,3.4633732357,75.4917813114,134.8936930498,108.5760228694,1218.5903162408,21.6876898338,4.2614793639,9.5387707701,1.5661961765,49.9580132214,3.9427371806,4.3231195283,68.7917634447,9.3432195819,1.3986063963,31.5695908522,6.7628193675,1.0,17.0487761301
107,2020-06-04,USD,1.4467555556,1.7384888889,5.0656888889,1.3513777778,0.9587555556,7.1169777778,23.6648888889,6.6272888889,0.7972,7.7501333333,6.7311111111,306.5777777778,14095.0044444444,3.4727111111,75.4951111111,132.0,108.8711111111,1216.6488888889,21.7565333333,4.2735111111,9.4264888889,1.5564444444,49.8746666667,3.9441777778,4.2998222222,69.1672888889,9.2597333333,1.4007111111,31.5902222222,6.7438222222,1.0,16.8941333333
108,2020-06-05,USD,1.4322153575,1.7262135922,5.059929391,1.3448367167,0.9590467785,7.0917034422,23.4677846425,6.5811120918,0.7894792586,7.7501323919,6.6827007944,304.1659311562,14018.0052956752,3.4573698147,75.5781112092,131.4210061783,109.2409532215,1205.2691968226,21.7533980583,4.2669902913,9.3030008826,1.5350397176,49.8296557811,3.9210061783,4.2702559576,68.6809355693,9.2012356575,1.392321271,31.4651368049,6.7737864078,1.0,16.8422771403
109,2020-06-08,USD,1.4316349136,1.7330970315,4.935932654,1.3403633141,0.9624280018,7.074523704,23.5578201152,6.606557377,0.7901905184,7.7501107665,6.7035888347,304.9712007089,14014.5502879929,3.4480283562,75.5347806823,132.4767390341,109.3575542756,1199.1138679663,21.552503323,4.267523261,9.2692069118,1.5322108994,49.8901196278,3.9284891449,4.2852459016,68.2820558263,9.2138236597,1.3912272929,31.4346477625,6.7854674346,1.0,16.8186973859
110,2020-06-09,USD,1.440322295,1.7317159554,4.8648840092,1.3446962989,0.9536036834,7.0856206835,23.5824331503,6.6024437755,0.789091553,7.7501328139,6.7043562954,305.4719319993,14093.5009739685,3.4508588631,75.5343545245,132.548255711,108.1459181866,1198.2468567381,21.7607579246,4.2754559943,9.3339826457,1.5384274836,50.0451567204,3.9369576766,4.2823623163,68.8319461661,9.2250752612,1.3908269878,31.3600141668,6.8052948468,1.0,16.7287940499
111,2020-06-10,USD,1.4259340659,1.7193846154,4.8538901099,1.3387252747,0.9461098901,7.0597802198,23.3925274725,6.5541098901,0.7820923077,7.7500659341,6.6540659341,301.6527472527,14085.3010989011,3.4325274725,75.5191208791,132.4835164835,107.3934065934,1188.7208791209,21.8246153846,4.2515164835,9.2644395604,1.5258901099,49.9050549451,3.9141978022,4.2504615385,68.7004835165,9.196043956,1.3842637363,31.1402197802,6.781978022,1.0,16.5605274725
112,2020-06-11,USD,1.4470391258,1.7234755023,4.9762953824,1.3501057455,0.9426330631,7.0717307014,23.5098695805,6.5693514276,0.7901392316,7.7502643638,6.6685759605,303.8861473387,14014.9982375749,3.4528551287,75.8345082834,133.6799436024,107.0849488897,1197.726471625,22.3989249207,4.2494712725,9.4465985196,1.5447655975,50.1313006697,3.941575608,4.2602220656,69.1706908706,9.2543179415,1.3886147339,30.9499471272,6.8197920338,1.0,16.8639407825
113,2020-06-12,USD,1.4549716914,1.7301840057,5.0767869781,1.357661005,0.9463021939,7.0762561925,23.6181882519,6.59509908,0.7931086341,7.7500884643,6.6932059448,306.0863411182,14205.8032554848,3.4668259023,75.8912774239,134.5541401274,107.2717622081,1203.5120311394,22.5097310686,4.2675159236,9.5961606511,1.5528131635,50.2149681529,3.9352441614,4.2766277424,69.6799363057,9.2978591649,1.3904812456,30.9501061571,6.8315640481,1.0,17.055378627
114,2020-06-15,USD,1.4641428952,1.7380254154,5.1585355016,1.3633697681,0.9489913801,7.0949968897,23.7118990491,6.6256998134,0.7966586688,7.7500222163,6.715542522,308.4155336355,14253.6034835155,3.4966675553,76.004176664,134.8084955123,107.3758108949,1213.9696081045,22.5804674309,4.277970319,9.6768861637,1.5525637608,50.344796943,3.9413489736,4.2952990314,70.0716253444,9.3657691282,1.3944725851,31.1099262419,6.8396871945,1.0,17.1705323025
115,2020-06-16,USD,1.4435797665,1.7295719844,5.0978952954,1.3547930669,0.947736116,7.0782631765,23.4913335692,6.5936505129,0.7903254333,7.7497347011,6.6744782455,305.5359037849,14130.049522462,3.4704633888,76.0948001415,135.1344181111,107.348779625,1210.744605589,22.0800318359,4.2750265299,9.4967279802,1.5452776795,50.1096568801,3.9151043509,4.2765298903,69.3659356208,9.2974885037,1.3895472232,31.1107180757,6.8484258932,1.0,17.0249380969
