,DAY,base,EUR,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,GBP,HKD,HRK,HUF,IDR,ILS,INR,ISK,JPY,KRW,MXN,MYR,NOK,NZD,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,USD,ZAR
56,2020-03-20,RUB,0.0117503566,0.0214162,0.0229813475,0.0633778985,0.0179275191,0.0123919261,0.0892075324,0.3195039469,0.0877645887,0.0106961146,0.097593762,0.0894178638,4.1233176427,200.3541557486,0.0454539045,0.9454924457,1.7707787431,1.3908897135,15.6942463204,0.3018243604,0.055287778,0.1424319478,0.0217628355,0.6450358268,0.053246741,0.0569951048,1.0,0.1299565942,0.0182306783,0.4095116787,0.0820245394,0.0125811068,0.2175308271
57,2020-03-23,RUB,0.0116171004,0.0215915428,0.0227207249,0.063489777,0.0180181227,0.0123025093,0.0887372212,0.3210385688,0.08678671,0.0108004182,0.0971549721,0.0883596654,4.093052974,207.6303438662,0.0459711896,0.9540601766,1.7599907063,1.3837128253,15.7423327138,0.3091658922,0.0556807621,0.1423884758,0.0220016264,0.6438777881,0.0535037175,0.0563208643,1.0,0.1286187268,0.0182911245,0.411686803,0.0825,0.0125267193,0.2208875465
58,2020-03-24,RUB,0.01174314,0.0215075608,0.0229672331,0.0647234902,0.0184555187,0.0124148476,0.089892562,0.3265532358,0.0876848517,0.0108154319,0.0987457152,0.0893864327,4.1461504226,207.8676689045,0.0462433108,0.9671415201,1.7814343306,1.4090593627,15.8138994153,0.3162451075,0.0564140443,0.1406182293,0.0219314882,0.6502763748,0.0541898936,0.0567863019,1.0,0.1302173303,0.0184273352,0.4172689919,0.0823311542,0.0127330866,0.2240050918
59,2020-03-25,RUB,0.0117922442,0.0212177851,0.0230632713,0.0647830522,0.0183239683,0.0125021373,0.0906163216,0.3236499354,0.0880668384,0.0107902572,0.0989852774,0.0897189319,4.1858929382,205.7476577655,0.0464744138,0.9752068065,1.7912419002,1.4229701126,15.7405234577,0.3133246464,0.0560049056,0.1388477798,0.0217908881,0.6515214943,0.0540285254,0.0571287064,1.0,0.1292878074,0.0184560415,0.4185185404,0.0821589241,0.0127674628,0.222257861
60,2020-03-26,RUB,0.0117219552,0.0212894151,0.0229258,0.0642433478,0.0181291759,0.0124651272,0.0910502872,0.3229398664,0.0875149455,0.0107077717,0.099796038,0.0892216622,4.1611768843,207.3145000586,0.0464013597,0.9674657133,1.7993201266,1.4087445786,15.6659242762,0.3056323995,0.0558000234,0.1351224944,0.021720783,0.6562067753,0.0536256008,0.0566580706,1.0,0.1290235611,0.0184726292,0.4200679873,0.0825307701,0.012871879,0.2244566874
61,2020-03-27,RUB,0.0115764992,0.0210796475,0.0226413172,0.064718419,0.0179678845,0.0122490938,0.0901739832,0.3160268528,0.0863676303,0.0103890977,0.0985102203,0.0881434652,4.1171819559,205.0994479168,0.0456264565,0.9593387041,1.7827808835,1.3817709497,15.5855566965,0.2990545473,0.0551261317,0.1349333599,0.0214720908,0.64973102,0.0524484875,0.0560013151,1.0,0.1275244004,0.0182468781,0.4140798014,0.0821178974,0.0127075232,0.2239068601
62,2020-03-30,RUB,0.0113457797,0.0204462295,0.0221900758,0.0641161354,0.0177289153,0.0119936237,0.0888794341,0.3099099712,0.0847155329,0.0100863981,0.0970733561,0.0865285885,4.0699580773,205.2229162057,0.0448657511,0.9473726011,1.7506538006,1.3540053439,15.3340481175,0.2977813328,0.0542396342,0.1326185492,0.0208819075,0.6375874334,0.0516335086,0.054775155,1.0,0.1252290429,0.0178491806,0.4093670757,0.082228538,0.0125189333,0.2238363485
63,2020-03-31,RUB,0.0116348608,0.0209043545,0.0227554608,0.0663198702,0.0181701622,0.0123155002,0.0905006015,0.3177713191,0.0868821598,0.0103134897,0.0988323254,0.0887216313,4.188782598,207.9061206349,0.0453969,0.964512511,1.810384346,1.3833849533,15.6026974261,0.3045680791,0.0550677963,0.1339172482,0.0214279232,0.6499815006,0.0529455977,0.0561765986,1.0,0.1286966862,0.0181887779,0.4179823755,0.0838442976,0.0127471535,0.2281538036
64,2020-04-01,RUB,0.0115640358,0.0208765539,0.0226169413,0.0663185892,0.0180410523,0.0122162475,0.0897982076,0.3164960971,0.0863162764,0.0102295461,0.0980410523,0.0882162475,4.271292281,210.9235039029,0.0451170859,0.9667580225,1.805145996,1.359352414,15.5707429893,0.3054027175,0.0551072564,0.130309338,0.0214478173,0.6442208731,0.0529806302,0.0559005493,1.0,0.1264735473,0.0181428158,0.4175888985,0.0843307314,0.0126464296,0.2273709164
65,2020-04-02,RUB,0.0116495128,0.0209341744,0.0227841171,0.0664290166,0.0179996622,0.0122914009,0.0901520844,0.3209790251,0.0869764272,0.0102210495,0.0984908056,0.0888916071,4.2372772759,211.6264467239,0.0463382669,0.9707073002,1.8091693315,1.3636919636,15.6089491557,0.3087109232,0.0553631444,0.1308764511,0.0214118045,0.6463732154,0.0532347785,0.0562904457,1.0,0.1272884012,0.0181930441,0.4189281283,0.0846511845,0.0127049586,0.2350522189
66,2020-04-03,RUB,0.0120762008,0.021741992,0.0236186336,0.0687051294,0.0184753796,0.012736769,0.0923539534,0.3325664946,0.0901959364,0.0106089424,0.1009872294,0.0921414123,4.4096247321,216.3895782387,0.0474196178,0.9928569272,1.8802644688,1.4141231169,16.0954019865,0.3205869034,0.0567653896,0.1360118347,0.0222479848,0.6618361863,0.0552667331,0.0583365033,1.0,0.1322585515,0.0187048275,0.4299248256,0.0873061015,0.0130241826,0.2447145488
67,2020-04-06,RUB,0.0121240043,0.0215686037,0.0237121276,0.069174719,0.0185254786,0.0128029486,0.0927716686,0.3346588911,0.0905178162,0.0106448758,0.1014185085,0.0924515949,4.4281713364,214.7249669621,0.0474582025,0.9954534984,1.8852826712,1.4250554673,16.0769146834,0.3284344273,0.0571004231,0.1380620992,0.0220656879,0.662782944,0.0553375929,0.0586013749,1.0,0.1331070186,0.0187679587,0.429905069,0.088670118,0.0130830131,0.2467647094
68,2020-04-07,RUB,0.0121113029,0.0212892482,0.0236872862,0.0686444424,0.0184806371,0.0128161807,0.0930172283,0.3296091077,0.0904411542,0.01066921,0.1021963848,0.0924334635,4.3312441336,212.7102068005,0.0474496624,0.9961788839,1.8808853362,1.4357949556,15.9795318981,0.3199394435,0.0572477064,0.1343688497,0.021994126,0.6650921973,0.0549320253,0.0585157598,1.0,0.1317564417,0.0187737306,0.431949617,0.0890931662,0.0131831532,0.2420298544
69,2020-04-08,RUB,0.0121795856,0.0214311987,0.0238208334,0.0691081864,0.0185531627,0.0128579885,0.0935611403,0.3310776741,0.0909084266,0.0107117019,0.1026458932,0.0928510705,4.3766122726,214.7994144055,0.0475661534,1.0093587935,1.8975794292,1.4415757461,16.1301559231,0.3207700908,0.0575777727,0.1363382807,0.022159538,0.669597075,0.0553464727,0.0589065655,1.0,0.1332263966,0.0188990629,0.4337515803,0.0898829055,0.0132404275,0.2406978415
70,2020-04-09,RUB,0.0123931094,0.0216185401,0.0242384434,0.0693468831,0.0189180815,0.0130846449,0.0950663031,0.3334861817,0.0925232371,0.0108520263,0.1044231008,0.0944045111,4.3965795018,213.6969884744,0.0482327426,1.0277295824,1.9320857603,1.466476639,16.3897632916,0.322618664,0.0584161606,0.1389800471,0.0224662288,0.680865039,0.0564952287,0.0598958979,1.0,0.1356487793,0.0191832941,0.4420002479,0.0907584583,0.013467592,0.2433796009
71,2020-04-14,RUB,0.0124390022,0.0213192059,0.0243282006,0.0703860942,0.0189781857,0.0131144401,0.0962355848,0.3341613562,0.0928235664,0.0108534026,0.1057004216,0.0946981241,4.3623580865,214.3126891506,0.0488604008,1.0385820533,1.9392404496,1.4635730039,16.5753436585,0.3215295495,0.0590952119,0.1407075056,0.0224001552,0.6897799914,0.0565638749,0.0601338685,1.0,0.1357816607,0.0193065754,0.4460626204,0.0926357375,0.0136368782,0.2490972394
72,2020-04-15,RUB,0.0123145885,0.0213030066,0.0240848721,0.0703360035,0.0188782641,0.0129721875,0.0948198684,0.3323830576,0.091912394,0.0107611031,0.1040742816,0.0937140183,4.3138003436,211.8258224606,0.0485342561,1.0272090832,1.9223072613,1.4422846025,16.3850525525,0.3211656989,0.0582652439,0.1410057324,0.0224408746,0.6811322033,0.055884834,0.0595755161,1.0,0.1346267756,0.0191282503,0.438781102,0.0924739393,0.0134265958,0.2513863148
73,2020-04-16,RUB,0.0124037162,0.0214162563,0.0242591881,0.0706887784,0.0190508676,0.0130437479,0.095497451,0.3355577331,0.0925552896,0.0108114511,0.104676201,0.0942806465,4.3358430186,211.9770283177,0.0484762035,1.0382530606,1.941181578,1.4527232359,16.5528832438,0.3261420722,0.0591099093,0.141582218,0.0225871671,0.6873395269,0.0561739497,0.0600004961,1.0,0.1350702671,0.0192741345,0.4410761464,0.0936554992,0.0135051661,0.2510177249
74,2020-04-17,RUB,0.0124432278,0.0212629876,0.0243364649,0.0706750451,0.019013252,0.013084054,0.0955901201,0.337995396,0.0928302122,0.0108228707,0.1047358925,0.0942138991,4.3776519629,210.6139488583,0.0485136564,1.0334909476,1.9473651465,1.4541155976,16.4440987992,0.324676165,0.0590530704,0.1404156038,0.0224513159,0.6880482797,0.0562247247,0.0601704722,1.0,0.1350687488,0.0192210539,0.4395943508,0.0933005662,0.0135133454,0.2533764699
75,2020-04-20,RUB,0.0123498261,0.0210996779,0.0241537899,0.0709658058,0.0189261085,0.0129895471,0.0948701292,0.3374960481,0.0921099431,0.0107867086,0.1039460164,0.0932448921,4.3788778454,208.3540398751,0.0478963306,1.0268077675,1.9376877174,1.4462881363,16.345241859,0.3224366701,0.0586703189,0.1391800703,0.0221827577,0.6807965144,0.0559101328,0.0597447538,1.0,0.1341475162,0.0190866563,0.4357512646,0.092895392,0.0134119112,0.2513016717
76,2020-04-21,RUB,0.0120057243,0.0207290836,0.0234807956,0.069175783,0.0184804115,0.0126264203,0.0923096132,0.3295211157,0.0895410932,0.0105794443,0.1008324769,0.0908833332,4.2622722514,204.1168829298,0.0462484513,1.0009892717,1.8945032992,1.3973462547,16.031723926,0.3168994977,0.0571880673,0.1378773399,0.0218276074,0.6614673877,0.0543751261,0.0580752903,1.0,0.131514306,0.0186208784,0.4234298914,0.0908329091,0.0130106035,0.247141437
77,2020-04-22,RUB,0.0120197942,0.020672844,0.0235083135,0.0695537411,0.0184804336,0.0126484294,0.0925091441,0.3309530134,0.0896544429,0.0105678031,0.1012307067,0.0909898421,4.2683491173,203.5567773009,0.0462762077,0.9996682537,1.9063393597,1.406436119,16.1024374941,0.317196359,0.0570182977,0.1403611467,0.0218760254,0.6622425811,0.0545085647,0.0581649861,1.0,0.131524194,0.0186402968,0.4228082807,0.0913600517,0.0130619104,0.2457002191
78,2020-04-23,RUB,0.0124059936,0.0209884599,0.0242636423,0.072781002,0.0188893658,0.0130399399,0.0946068665,0.3417975292,0.0925201783,0.0108180264,0.1035763998,0.0939754014,4.4352667661,208.0733243845,0.0473995797,1.0165471142,1.9675905824,1.4359937573,16.4602722867,0.3267962018,0.0582659895,0.1428736251,0.0222650367,0.6770074759,0.0562971583,0.0600760239,1.0,0.1350801799,0.0190196288,0.4319146666,0.0927819448,0.0133637363,0.2548588074
79,2020-04-24,RUB,0.0124379502,0.021073619,0.024326143,0.0747869068,0.0188721018,0.0130909426,0.0950943481,0.3396804193,0.092758501,0.0108829576,0.1041131057,0.0939351311,4.417835523,209.890409221,0.0472455537,1.0244642042,1.9726588979,1.4455385695,16.5746880251,0.3337487609,0.0585740388,0.1427690111,0.0223771162,0.6827315231,0.0563240136,0.060223311,1.0,0.1352291257,0.0191494681,0.4357013947,0.0937386115,0.0134329862,0.2550016107
80,2020-04-27,RUB,0.0124235023,0.0208652721,0.0242978858,0.0749485046,0.0189520527,0.0131154914,0.0954870386,0.3377204861,0.0926681459,0.0108411208,0.1044866236,0.093828501,4.4050012051,207.4203094446,0.0473447249,1.026423547,1.9728521628,1.4438594355,16.5085983059,0.3357389375,0.0587010483,0.1422652517,0.0222293726,0.6831311201,0.0562623148,0.0600924806,1.0,0.1351031026,0.0191210124,0.4377545265,0.0941390886,0.0134819847,0.2535748628
81,2020-04-28,RUB,0.0123936931,0.020739606,0.024239585,0.0756064854,0.0188123868,0.0131199635,0.0954029314,0.337443082,0.0924197694,0.0107921801,0.1044800722,0.0936963198,4.4114111211,207.1567380791,0.0471951833,1.0227523418,1.976794049,1.4384120209,16.4315583086,0.3287662574,0.0588093131,0.1397797889,0.0222541153,0.6820497185,0.0563516438,0.0600412462,1.0,0.1332074134,0.019094963,0.4372494925,0.094334595,0.01348062,0.2514841447
82,2020-04-29,RUB,0.0125280315,0.0208654364,0.0245023239,0.0743137771,0.0189536588,0.0132433821,0.0961188159,0.3398228536,0.0934227835,0.0109467433,0.1052717956,0.09476203,4.4543415893,208.103506596,0.0476791822,1.0275679333,1.9982210195,1.4472381955,16.556921111,0.3276431014,0.0590521291,0.1412259932,0.0223387329,0.6860725874,0.0569298806,0.0606795204,1.0,0.1344733842,0.0192230115,0.4403603062,0.094921136,0.0135828917,0.2503551697
83,2020-04-30,RUB,0.0125168978,0.020775547,0.0244805487,0.073305212,0.0188717268,0.0132153407,0.0959607971,0.33917038,0.0933560306,0.01087781,0.1055174486,0.0948655685,4.4149601963,202.4989986482,0.0476505783,1.021514044,1.9939418215,1.4503329495,16.435813348,0.3228771341,0.058537776,0.1399889851,0.0221611676,0.685575527,0.0567466079,0.0606205878,1.0,0.1334789466,0.0191808942,0.4407950733,0.0951021379,0.0136133781,0.2460471637
84,2020-05-04,RUB,0.0121447066,0.0206727196,0.0237526172,0.0738167412,0.0186907035,0.0128102365,0.0938482203,0.3293522985,0.0906262297,0.0106749542,0.1030332619,0.0920811655,4.2903605035,200.6599433571,0.0468554926,1.005423826,1.937080704,1.4189875201,16.273906855,0.3265250108,0.0573545914,0.1375752365,0.021961273,0.6725617073,0.0554624461,0.0587415169,1.0,0.1313000666,0.0188182229,0.4298861798,0.0934316569,0.013288738,0.247659715
85,2020-05-05,RUB,0.0124267907,0.0209080753,0.0243043172,0.0740338481,0.0188899645,0.0130791972,0.0951581496,0.3352499587,0.0927187705,0.010818764,0.1044558743,0.0941142991,4.3527319678,203.4629737559,0.0474616416,1.0207800794,1.9795877536,1.4379039484,16.4631365468,0.3216674765,0.0580008028,0.1388445321,0.0222563821,0.6817710165,0.0563132446,0.0599716918,1.0,0.1329418066,0.0190863078,0.4365034491,0.0955197692,0.0134743691,0.2473155025
86,2020-05-06,RUB,0.0123794704,0.0211020452,0.0242117682,0.0753860228,0.0188477437,0.0130355823,0.0949592035,0.3340847672,0.0923731321,0.0108014593,0.1036941578,0.0937002113,4.3277390507,201.2794182639,0.046935524,1.0148875511,1.9720496318,1.4193062792,16.3839814605,0.3224666342,0.05782822,0.1372883265,0.0220837372,0.6761666722,0.0561953678,0.0597098995,1.0,0.1315665353,0.0189839178,0.4333309812,0.0955422765,0.0133784936,0.2483358897
87,2020-05-07,RUB,0.0125659556,0.0209901722,0.0245764959,0.0782494619,0.0190713508,0.0132319512,0.0960378286,0.3412662211,0.0937483114,0.0109924466,0.1050262566,0.0950803027,4.3900422342,203.8577483567,0.0476010963,1.0274993371,1.9992435295,1.4439539533,16.5893232102,0.3275655597,0.0585963074,0.1387344324,0.0223925328,0.6848068801,0.0571336301,0.0606118866,1.0,0.133450448,0.0192296818,0.4394189,0.0977530815,0.0135498699,0.2521962149
88,2020-05-08,RUB,0.0125253168,0.0208083088,0.0244970146,0.0790021832,0.0189357739,0.0131879061,0.0960929779,0.341327408,0.0934363582,0.0109640361,0.1052777927,0.0946575766,4.3760951824,203.276622874,0.0476350323,1.0265937526,1.9852627123,1.4446700393,16.563604185,0.3244345133,0.0588614738,0.1386489943,0.0221297297,0.6848968478,0.0569676459,0.0604722295,1.0,0.1326117916,0.0191963005,0.4378600246,0.0967605773,0.013581201,0.25046876
89,2020-05-11,RUB,0.0125473506,0.0209653681,0.0245401082,0.0786605954,0.0189916698,0.0131985581,0.0963423218,0.3463068756,0.0935969615,0.0110259843,0.1052634881,0.094920707,4.3895651214,203.2961889932,0.0477702731,1.0300872919,1.9912645345,1.4575002415,16.6323914874,0.3252285814,0.0588608762,0.1385980343,0.0223443219,0.6841693842,0.057204626,0.0606074674,1.0,0.1329994065,0.0192413621,0.4371120516,0.0961076864,0.0135812523,0.2504451173
90,2020-05-12,RUB,0.0125919686,0.0209341478,0.0246273722,0.0789617166,0.0191120899,0.013246751,0.096873792,0.3453095547,0.0939071242,0.0110523486,0.1059664525,0.09526202,4.4166329832,202.3987700165,0.0479376244,1.0274164932,1.9983454153,1.4677198589,16.6990909858,0.325188848,0.0591532908,0.1391639185,0.0223406707,0.6848519877,0.057229238,0.0608204675,1.0,0.1334345728,0.0193374862,0.4388804733,0.0956725182,0.0136723595,0.2485427944
91,2020-05-13,RUB,0.012564503,0.0209663862,0.024573655,0.0799177779,0.0191520719,0.0132279088,0.0968748312,0.3443678987,0.0936759087,0.0110875457,0.1059011701,0.0951195701,4.4425569769,202.1912493262,0.047983837,1.0288129183,1.9889608276,1.4610004109,16.7243586764,0.3295719399,0.0591034222,0.137430534,0.0225947458,0.6853308171,0.057339366,0.0607531414,1.0,0.1329864693,0.0193242056,0.4377975431,0.0953155763,0.013663897,0.2502723356
92,2020-05-14,RUB,0.0124977348,0.0210024433,0.0244430697,0.0798917696,0.0190265514,0.0131376188,0.095801386,0.3445750458,0.0931993576,0.0110598704,0.1045398022,0.0946453455,4.4324466191,201.6484512182,0.0477525948,1.0197151766,1.9783914166,1.443238413,16.6116141449,0.3280280449,0.0585431391,0.1382224472,0.0225809072,0.6822638397,0.0570721557,0.060457792,1.0,0.132998394,0.0192140175,0.4333589537,0.0939317249,0.0134875554,0.2520005749
93,2020-05-15,RUB,0.0125595322,0.0211062938,0.024563933,0.0793410767,0.0191294235,0.0132038362,0.0964057131,0.3465049334,0.0936639672,0.0111450777,0.1051144927,0.0950668669,4.4548660651,202.5578743243,0.047949782,1.0297372043,1.9781263188,1.451002753,16.7368325865,0.3252491811,0.0590071941,0.1388682354,0.0227892711,0.6879860539,0.0573342644,0.0607881358,1.0,0.1340039286,0.0193379117,0.4352631473,0.0938058899,0.0135617829,0.252146424
94,2020-05-18,RUB,0.0126729863,0.0212095098,0.0247858265,0.0794608912,0.0192654737,0.0133332488,0.0976681705,0.3499011507,0.094474578,0.0112983474,0.1064074619,0.0957824302,4.4785066153,203.7493029858,0.0485641507,1.0410034471,1.9909261418,1.4739950322,16.8857403559,0.324855528,0.059968571,0.1389757693,0.0229330359,0.698306889,0.0577837482,0.0613220459,1.0,0.1344641861,0.0195493486,0.4395498555,0.0941298728,0.0137273787,0.2520821716
95,2020-05-19,RUB,0.0125970127,0.021101256,0.0246372375,0.0785511924,0.0192117041,0.0133944037,0.0980249144,0.3462918803,0.0939258464,0.0112787354,0.1069108472,0.0953757626,4.413363415,203.7881736725,0.0486257289,1.0437065954,1.9714324945,1.4864475038,16.8949875227,0.3257171794,0.0599403657,0.1375001732,0.0226796617,0.6999782072,0.057329005,0.0610048133,1.0,0.1331315292,0.0195417459,0.4402278044,0.0937822405,0.013793729,0.2514980997
96,2020-05-20,RUB,0.0127226301,0.0211869959,0.02488292,0.0797149113,0.0193523927,0.0134656317,0.0989896959,0.3489817443,0.0948662915,0.0113686878,0.1080482086,0.0963993684,4.4606813477,205.1834539651,0.0488510829,1.0542416613,1.9910916144,1.5006342231,17.120970584,0.326240043,0.0606665895,0.1383776865,0.0227213451,0.7054316725,0.0578129035,0.0616029751,1.0,0.1343102617,0.0197238935,0.4436126672,0.0946805411,0.0139414581,0.2512757617
97,2020-05-21,RUB,0.0128224362,0.0214262909,0.0250781207,0.080181258,0.0196311498,0.0136276852,0.1002111855,0.3489241335,0.0956079309,0.0115328838,0.1093728162,0.0972004775,4.4697730301,207.7971952203,0.0495702561,1.0649610262,2.0041467759,1.5184328931,17.3692720575,0.3270272592,0.0612925272,0.1398030217,0.0230149907,0.7135557513,0.0580830714,0.0620900827,1.0,0.135020253,0.0199529929,0.4486698646,0.09588746,0.0141046798,0.2520596038
98,2020-05-22,RUB,0.0128346803,0.0214262153,0.0251020678,0.0781080141,0.0196024073,0.0135932099,0.0998499626,0.3492316519,0.095718479,0.0114951247,0.108544175,0.097344633,4.4844373084,208.5525175867,0.0493608971,1.0617681826,2.0060605361,1.5049946159,17.3718681776,0.3214445689,0.0610532909,0.1399981261,0.0229355738,0.7103867218,0.0580243063,0.0621647742,1.0,0.1352428771,0.0199207073,0.4463645126,0.0952679817,0.0139949354,0.2470367932
99,2020-05-25,RUB,0.0127734476,0.0213035559,0.0249823088,0.0769510803,0.0194935584,0.0135360224,0.0994489535,0.3483957827,0.0952490439,0.0114341516,0.1080620892,0.0968802132,4.4799035349,204.9960785516,0.049088359,1.0575456587,1.983716409,1.5004968871,17.303295294,0.3159550579,0.0608092745,0.139687868,0.0228516977,0.7074190738,0.0575201118,0.0618490332,1.0,0.1347470985,0.0198563243,0.445665586,0.0949731374,0.0139358313,0.2462810107
100,2020-05-26,RUB,0.0128618356,0.0212721899,0.025155178,0.0760314549,0.0195294112,0.0136335457,0.100668301,0.3482084749,0.0958952738,0.0114313422,0.1094259248,0.0975441611,4.4964977222,208.2795494242,0.0495733729,1.0665934399,1.9820088644,1.5166676527,17.3921599395,0.3126737956,0.0615940445,0.1401206955,0.0227873141,0.7120054946,0.0572428855,0.0623027316,1.0,0.135773395,0.0200130162,0.4500099036,0.0951955899,0.0141158646,0.2452108955
101,2020-05-27,RUB,0.0128025236,0.0212073804,0.0250391757,0.0751239284,0.0193650972,0.013666694,0.1007328165,0.3463210668,0.095485062,0.011470421,0.1090826224,0.0971621926,4.464239991,206.9881295001,0.0493037988,1.0657460799,1.9357415734,1.5181232525,17.3991417188,0.314168809,0.0611742987,0.1386295667,0.0226847916,0.7126908856,0.0568073579,0.0620064627,1.0,0.1352048916,0.0199565738,0.4488052685,0.0954325717,0.0140712537,0.2451388818
102,2020-05-28,RUB,0.0128313207,0.0213307876,0.0250954971,0.0750568107,0.0194458666,0.0137076999,0.10111594,0.3466637925,0.0956497973,0.0115132875,0.109588461,0.0973897244,4.4876261158,207.9962224592,0.0495930547,1.0709469386,1.9349631677,1.5228211455,17.4988419733,0.3151115747,0.0615646769,0.139287836,0.0228089557,0.7158850468,0.0567683292,0.062148502,1.0,0.1353447712,0.0200438061,0.4504820086,0.0963272911,0.0141349829,0.2463369787
103,2020-05-29,RUB,0.0127483376,0.021265502,0.0249331987,0.0760489332,0.0194794599,0.0136662179,0.1012931914,0.343197997,0.0950286583,0.0114847224,0.1100780708,0.0967216375,4.4457277771,207.4116285236,0.0498013809,1.0721670644,1.9224493126,1.5207491943,17.5443897116,0.3132266552,0.0617198017,0.1375290662,0.0227723555,0.7168517725,0.0567237282,0.0618205136,1.0,0.1336918166,0.0200301881,0.4515971117,0.0970161241,0.0141965488,0.247622435
104,2020-06-01,RUB,0.01291359,0.0212919272,0.0252563993,0.0765465961,0.0196648149,0.0137994623,0.1024396354,0.3468461139,0.0962695221,0.0115800036,0.1112699483,0.0980076913,4.4609996668,209.7229001857,0.050294559,1.0839409177,1.9499520906,1.546402403,17.6198187449,0.3157631028,0.0619903975,0.1393247226,0.0230171828,0.7224766199,0.0571787938,0.0625495559,1.0,0.135121349,0.0202343042,0.4546100225,0.0978114048,0.0143547466,0.2505146066
105,2020-06-02,RUB,0.0130208164,0.0212369515,0.0254661127,0.0774725554,0.0196692452,0.0139856589,0.1034022091,0.3469396524,0.0970584674,0.0115993339,0.1127719886,0.0987602881,4.5009055978,209.7304560801,0.0506041008,1.0942563877,1.9661432733,1.5733052431,17.765862284,0.3182912522,0.062235596,0.1390597148,0.0230208034,0.7300901952,0.0572824775,0.0630506992,1.0,0.1360935728,0.0204010151,0.4592572145,0.0985649758,0.0145494602,0.2509827461
106,2020-06-03,RUB,0.0129860854,0.021141347,0.0253981858,0.0753102051,0.0197037874,0.014015882,0.1033679413,0.346209037,0.0968073709,0.011566057,0.1126633812,0.0983306387,4.4917570823,206.2885118595,0.0503457545,1.0973956406,1.9608988968,1.5783288207,17.7141892462,0.3152657927,0.0619475232,0.1386615242,0.0227672049,0.7262208544,0.057314088,0.0628435631,1.0,0.1358188701,0.0203310153,0.4589152723,0.0983085624,0.014536624,0.2478316484
107,2020-06-04,RUB,0.01285129,0.0209167596,0.025134553,0.0732382167,0.0195378162,0.0138614014,0.1028951386,0.342139894,0.0958153629,0.0115256794,0.1120491125,0.0973163936,4.4324099253,203.7813635733,0.0502074198,1.0914857633,1.9084165669,1.5740260007,17.5899461788,0.3145494595,0.061785147,0.1362853603,0.0225026088,0.7210730313,0.057023744,0.0621655452,1.0,0.1338744583,0.0202510628,0.4567219958,0.0975001671,0.0144577013,0.2442503328
108,2020-06-05,RUB,0.0128509102,0.0208531719,0.0251338101,0.0736729829,0.0195809318,0.013963799,0.1032557781,0.3416928504,0.0958215266,0.0114948821,0.1128425571,0.0973006663,4.4286806613,204.1032956159,0.0503395853,1.1004234375,1.9135005237,1.5905571512,17.548817395,0.3167312425,0.0621277252,0.1354524484,0.022350303,0.7255238352,0.0570901684,0.0621752736,1.0,0.1339707385,0.0202723108,0.4581349474,0.0986268802,0.0145600812,0.2452249231
109,2020-06-08,RUB,0.0129775242,0.0209664881,0.0253814419,0.0722874054,0.0196298031,0.0140948891,0.1036073624,0.3450074815,0.0967539319,0.0115724477,0.1135014269,0.0981749708,4.4663447375,205.2449961911,0.0504968445,1.1062171425,1.9401398718,1.6015562647,17.5611857823,0.3156393442,0.0624984589,0.1357487967,0.0224394371,0.7306475914,0.0575332582,0.0627580094,1.0,0.1349377014,0.020374713,0.4603646944,0.099374094,0.0146451361,0.2463121121
110,2020-06-09,RUB,0.0128635894,0.0209252008,0.0251586081,0.0706777053,0.0195359332,0.0138540857,0.1029408738,0.3426088388,0.0959212131,0.0114640308,0.1125949976,0.0974018122,4.4379383268,204.7523244506,0.0501345531,1.0973735123,1.9256793262,1.5711588036,17.4082954715,0.3161432901,0.0621144139,0.1356053862,0.0223504865,0.7270629338,0.0571966637,0.0622147499,1.0,0.1340231648,0.0202061262,0.4556026077,0.0988682614,0.0145281378,0.2430382254
111,2020-06-10,RUB,0.0127964293,0.0207558083,0.0250272564,0.070652925,0.0194864025,0.0137715172,0.1027617254,0.3405001868,0.0954012192,0.0113840874,0.1128094816,0.0968561733,4.3908387803,205.0247738871,0.0499636581,1.0992516648,1.9284218932,1.5632118014,17.3029477854,0.3176777552,0.0618848117,0.1348526107,0.0222107623,0.7264149012,0.0569748217,0.0618694559,1.0,0.1338570485,0.0201492576,0.4532751181,0.0987180537,0.0145559383,0.2410540163
112,2020-06-11,RUB,0.0127396812,0.0209198305,0.0249162684,0.0719422536,0.0195184655,0.013627637,0.1022359414,0.3398819541,0.0949730492,0.0114230351,0.1120454959,0.0964075373,4.3932790538,202.6146921647,0.0499178928,1.096338743,1.9326096345,1.5481260566,17.3155198618,0.3238210381,0.0614345645,0.1365693822,0.0223326611,0.7247477225,0.0569833199,0.0615899886,1.0,0.1337895838,0.0200751896,0.4474430823,0.0985936666,0.0144569902,0.2438018266
113,2020-06-12,RUB,0.012695801,0.0208807839,0.0248304476,0.0728586627,0.0194842458,0.0135806983,0.1015537121,0.3389524949,0.094648466,0.0113821665,0.1112241037,0.0960564303,4.3927471428,203.8722193022,0.0497535745,1.0891410275,1.9310313307,1.5394928281,17.2720024579,0.3230446562,0.061244544,0.1377177012,0.0222849395,0.7206517516,0.0564760011,0.0613753107,1.0,0.1334366772,0.01995526,0.4441752935,0.0980420536,0.0143513334,0.2447674256
